victim/brittle,polluter/state-setter,potential_cleaner,type_victim_or_brittle
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.RestarterTests.testRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.RestarterTests.cantGetInstanceBeforeInitialize,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.RestartApplicationListenerTests.initializeWithFail,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.RestartApplicationListenerTests.disableWithSystemProperty,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.RestartApplicationListenerTests.isHighestPriority,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.RestartApplicationListenerTests.initializeWithReady,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.OnInitializedRestarterConditionTests.noInitialization,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.OnInitializedRestarterConditionTests.initialized,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.restart.OnInitializedRestarterConditionTests.noInstance,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.ignoresIfMissingSecretFromRequest,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.disableRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.ignoresUnmappedUrl,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.disabledIfRemoteSecretIsMissing,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.invokeRestartWithCustomServerContextPath,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.ignoresInvalidSecretInRequest,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.invokeRestartWithDefaultSetup,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.devToolsHealthWithCustomServerContextPathReturns200,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.devToolsHealthReturns200,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.thymeleafCacheIsFalse,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartWatchingClassPath,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadTriggeredOnContextRefresh,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartTriggeredOnClassPathChangeWithRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartNotTriggeredOnClassPathChangeWithRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.watchingAdditionalPaths,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.resourceCachePeriodIsZero,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.defaultPropertyCanBeOverriddenFromCommandLine,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.devToolsSwitchesJspServletToDevelopmentMode,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartDisabled,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadDisabled,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadNotTriggeredOnClassPathChangeWithRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartWithTriggerFile,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadTriggeredOnClassPathChangeWithoutRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadServer,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.validUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.defaultPropertyCanBeOverriddenFromUserHomeProperties,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.postProcessWhenRestarterDisabledAndRemoteSecretNotSetShouldNotAddPropertySource,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.warnIfRestartDisabled,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.doesntWarnIfUsingHttps,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.warnIfNotHttps,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.liveReloadOnClassPathChanged,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.failIfNoSecret,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.liveReloadDisabled,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.remoteRestartDisabled,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.postProcessEnablesIncludeStackTraceProperty,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.classPropertyConditionIsAffectedByDevToolProperties,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.postProcessWhenRestarterDisabledAndRemoteSecretSetShouldAddPropertySource,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.getThreadFactory,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.getOrAddAttributeWithNewAttribute,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.addClassLoaderFilesMustNotBeNull,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.getOrAddAttributeWithExistingAttribute,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.addUrls,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.addClassLoaderFiles,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.addUrlsMustNotBeNull,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.getInitialUrls,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.testRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestarterTests.cantGetInstanceBeforeInitialize,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestartApplicationListenerTests.initializeWithFail,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestartApplicationListenerTests.disableWithSystemProperty,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestartApplicationListenerTests.isHighestPriority,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.RestartApplicationListenerTests.initializeWithReady,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.OnInitializedRestarterConditionTests.noInitialization,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.OnInitializedRestarterConditionTests.initialized,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.restart.OnInitializedRestarterConditionTests.noInstance,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.ignoresIfMissingSecretFromRequest,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.disableRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.ignoresUnmappedUrl,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.disabledIfRemoteSecretIsMissing,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.invokeRestartWithCustomServerContextPath,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.ignoresInvalidSecretInRequest,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.invokeRestartWithDefaultSetup,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.devToolsHealthWithCustomServerContextPathReturns200,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.RemoteDevToolsAutoConfigurationTests.devToolsHealthReturns200,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.thymeleafCacheIsFalse,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartWatchingClassPath,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadTriggeredOnContextRefresh,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartTriggeredOnClassPathChangeWithRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartNotTriggeredOnClassPathChangeWithRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.watchingAdditionalPaths,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.resourceCachePeriodIsZero,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.defaultPropertyCanBeOverriddenFromCommandLine,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.devToolsSwitchesJspServletToDevelopmentMode,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartDisabled,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadDisabled,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadNotTriggeredOnClassPathChangeWithRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.restartWithTriggerFile,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadTriggeredOnClassPathChangeWithoutRestart,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.liveReloadServer,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.beanMethodPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.malformedUrl,org.springframework.boot.devtools.autoconfigure.LocalDevToolsAutoConfigurationTests.defaultPropertyCanBeOverriddenFromUserHomeProperties,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.classPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.cleanValidUrl,org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.postProcessWhenRestarterDisabledAndRemoteSecretNotSetShouldNotAddPropertySource,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.classPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.cleanValidUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.warnIfRestartDisabled,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.classPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.cleanValidUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.doesntWarnIfUsingHttps,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.classPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.cleanValidUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.warnIfNotHttps,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.classPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.cleanValidUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.liveReloadOnClassPathChanged,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.classPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.cleanValidUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.failIfNoSecret,victim
org.springframework.boot.devtools.env.DevToolPropertiesIntegrationTests.classPropertyConditionIsAffectedByDevToolProperties,org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.cleanValidUrl,org.springframework.boot.devtools.remote.client.RemoteClientConfigurationTests.liveReloadDisabled,victim
